amount,hour_of_day,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,avg_user_amount,is_fraud
11.02,13,1,2,0,1,1,0,13.9,1,3,249.74,0
35.31,17,1,1,0,0,0,0,54.7,1,3,17.28,0
29.98,14,2,1,0,0,0,0,6.2,3,1,12.08,0
25.52,11,2,1,0,1,1,0,84.3,1,0,5.59,0
34.27,13,0,0,0,1,0,0,54.9,0,0,27.64,0
4.44,10,2,1,0,0,0,0,25.4,3,0,9.32,0
24.61,17,4,0,0,1,0,0,73.6,1,2,21.25,0
15.32,16,3,2,0,0,0,1,13.1,2,1,11.3,0
65.92,15,3,2,0,0,0,0,26.8,2,1,15.83,0
20.53,15,0,0,0,0,0,0,50.3,1,2,9.38,0
19.4,12,2,1,0,1,0,1,14.3,3,1,18.73,0
31.9,12,4,2,0,1,0,0,1.3,2,0,11.82,0
13.62,8,2,0,0,0,0,0,130.2,3,2,64.65,0
183.56,13,2,0,0,0,0,0,59.1,1,2,17.29,0
24.69,8,2,1,0,0,0,0,19.7,1,0,5.49,0
42.86,9,2,1,0,0,0,0,14.1,1,0,25.2,0
19.66,18,0,0,0,0,0,0,40.8,1,1,62.93,0
23.44,12,6,3,0,0,1,0,12.2,2,0,64.25,0
97.55,16,2,1,0,1,0,0,146.9,1,2,32.22,0
11.23,14,1,2,0,0,0,0,2.7,3,2,16.94,0
15.05,12,4,2,0,2,0,0,0.4,4,0,214.17,0
150.05,0,9,4,0,2,0,1,212.8,0,3,17.75,0
9.14,10,5,0,0,0,0,0,12.7,2,3,4.18,0
18.13,18,3,1,0,0,0,0,78.9,1,2,58.31,0
8.72,11,3,0,1,1,0,0,11.6,1,3,30.21,0
17.81,17,2,2,0,0,0,0,2.2,1,1,23.62,0
57.21,16,2,1,0,0,1,0,10.2,3,2,14.9,0
12.23,16,1,2,0,0,0,0,66.4,1,4,41.36,0
18.72,13,0,1,0,0,0,0,3.5,0,1,25.79,0
34.08,12,2,3,1,1,0,0,133.8,2,1,56.32,0
105.64,15,2,0,0,1,0,0,36.7,0,4,6.53,0
9.28,15,3,1,0,1,0,0,103.2,3,4,22.01,0
35.45,16,1,0,0,1,0,0,42.9,2,1,62.68,0
6.11,17,3,0,0,0,0,0,39.5,0,0,3.14,0
15.07,19,4,1,0,0,0,0,19.2,3,2,17.11,0
20.48,10,3,0,0,0,0,0,17.2,2,1,18.42,0
61.59,17,4,0,0,1,0,0,21.7,1,1,24.09,0
30.12,20,0,1,0,0,0,0,155.7,1,2,83.83,0
6.25,17,2,1,0,1,0,0,4.0,2,2,33.99,0
19.69,12,2,0,0,0,0,0,34.3,2,0,37.63,0
7.43,17,3,1,0,0,0,0,33.5,1,2,20.82,0
21.66,12,1,1,0,0,0,0,1.3,1,0,17.12,0
25.37,16,3,1,0,0,0,0,12.4,5,1,14.88,0
8.09,11,1,1,0,1,0,0,4.8,1,0,21.72,0
29.85,17,1,0,0,2,0,0,51.1,0,2,5.02,0
12.49,19,2,0,0,2,0,0,136.5,1,1,110.43,0
130.4,3,11,8,0,3,1,1,494.8,4,4,3.06,1
11.85,17,2,0,0,0,0,0,4.8,0,0,15.63,0
83.26,12,0,0,0,0,0,0,116.0,1,2,31.0,0
7.97,13,4,0,0,0,0,0,11.3,0,1,88.15,0
19.83,14,3,0,0,2,0,1,21.9,0,0,28.17,0
82.14,9,2,0,0,0,0,0,3.0,0,2,63.06,0
9.81,19,2,0,0,0,0,0,5.7,3,2,17.2,0
8.23,15,0,1,0,0,0,0,77.8,0,1,47.5,0
10.57,15,3,0,0,0,0,0,54.8,1,1,119.45,0
41.66,17,1,0,1,0,0,0,115.9,0,2,28.95,0
49.48,11,6,0,0,0,0,0,8.1,1,1,13.89,0
13.43,12,1,4,0,0,0,0,70.3,1,0,27.93,0
33.41,19,6,1,0,0,0,0,16.7,0,0,35.86,0
22.98,9,5,0,0,0,0,0,30.9,1,0,11.62,0
13.73,10,2,2,0,0,0,0,0.8,1,0,12.69,0
20.31,9,0,0,0,0,0,0,15.0,1,2,15.06,0
15.27,20,1,2,0,0,1,0,32.9,1,0,10.3,0
175.75,12,4,0,0,0,0,0,126.0,0,1,6.11,0
11.11,11,8,5,2,3,0,0,115.7,0,1,3.25,0
23.02,12,3,0,0,0,0,0,35.2,0,1,37.4,0
71.78,10,8,3,1,1,0,0,75.9,1,1,45.15,0
57.52,16,3,5,0,1,1,0,91.3,3,2,59.72,0
15.17,10,2,1,0,0,0,0,36.2,1,1,17.74,0
221.41,15,4,3,0,0,0,0,51.2,2,1,5.86,0
11.56,18,1,1,0,0,0,0,65.4,1,0,12.78,0
10.69,17,1,3,0,0,0,1,2.6,1,1,11.38,0
54.51,14,1,1,0,0,0,0,46.3,0,5,112.42,0
342.92,5,6,6,0,2,0,0,131.5,4,4,12.16,0
9.79,8,2,0,0,0,0,0,126.5,0,3,17.76,0
7.78,14,2,0,0,1,0,0,54.6,1,1,34.15,0
163.94,9,1,3,0,0,0,0,64.3,1,1,18.03,0
24.2,12,0,1,0,1,0,0,31.9,3,1,28.99,0
4.02,12,1,0,0,0,0,0,14.4,4,0,26.9,0
7.28,10,5,3,0,0,0,0,6.3,1,2,10.27,0
40.89,14,1,1,0,0,0,0,136.8,1,3,45.68,0
12.31,17,3,1,0,0,0,0,76.2,1,1,19.21,0
49.41,21,2,0,0,0,0,0,14.8,0,1,8.21,0
3.73,12,0,2,0,0,0,0,3.8,3,2,19.64,0
29.9,19,3,0,0,0,0,0,1.3,2,1,12.5,0
11.37,21,0,0,0,0,0,0,61.5,2,1,15.09,0
22.11,16,5,0,0,0,0,0,41.4,2,3,13.14,0
132.35,15,1,1,0,0,0,0,135.6,2,1,17.69,0
30.11,12,0,1,0,0,0,0,36.2,2,4,30.43,0
12.46,18,2,0,0,0,0,0,114.1,1,3,68.53,0
49.39,20,1,2,0,0,0,0,4.2,1,1,21.98,0
112.81,8,1,1,1,2,0,0,33.9,0,3,41.24,0
12.51,19,2,0,0,0,0,0,2.5,0,3,12.6,0
10.54,9,0,1,0,0,0,0,6.3,2,5,13.99,0
213.65,16,6,7,0,2,0,1,106.1,5,2,55.86,0
33.35,15,4,1,0,0,0,0,40.2,3,4,30.43,0
108.0,1,3,1,0,2,0,0,41.4,3,0,36.08,0
88.01,10,2,0,0,0,0,0,23.2,1,1,21.41,0
15.0,13,2,1,0,0,0,0,22.3,1,1,33.42,0
51.41,8,2,1,0,0,1,0,5.8,2,0,20.85,0
12.86,19,1,0,0,0,0,0,51.7,2,2,21.96,0
12.17,18,1,0,0,1,0,0,37.7,3,3,65.23,0
58.47,12,2,1,0,1,0,0,65.0,1,2,36.3,0
12.55,12,1,3,0,1,0,0,21.1,0,1,10.41,0
14.63,12,1,1,0,0,0,0,4.6,2,2,7.53,0
56.43,8,3,1,0,0,1,0,16.9,1,2,6.09,0
53.43,14,2,1,0,0,1,0,5.1,3,4,10.3,0
9.32,12,3,0,0,0,0,0,19.1,0,2,10.38,0
6.85,9,1,1,0,0,0,0,10.9,1,0,10.54,0
28.6,19,2,1,0,1,0,0,408.6,1,1,31.49,0
31.75,20,0,2,0,0,0,0,8.4,1,0,7.85,0
32.07,12,4,0,0,1,0,0,86.8,2,0,11.69,0
35.6,9,0,2,0,0,0,0,205.6,0,2,64.27,0
53.16,9,4,0,0,1,0,0,39.3,0,3,32.13,0
27.22,19,2,0,0,0,0,0,73.9,3,1,21.92,0
44.26,14,1,1,0,0,0,0,9.3,1,0,26.79,0
15.18,20,1,0,0,0,0,0,6.9,3,2,13.13,0
22.64,11,4,1,0,0,0,0,39.4,4,2,4.6,0
42.42,11,1,1,0,0,0,0,116.3,1,1,98.91,0
65.89,9,1,4,1,1,0,0,66.8,2,4,10.16,0
71.55,13,1,0,0,0,0,0,36.3,0,1,10.21,0
48.1,15,4,1,0,1,0,0,157.3,0,1,74.74,0
182.12,20,0,1,0,0,1,0,91.3,0,1,8.68,0
928.07,8,4,4,0,3,0,1,47.1,2,2,34.93,0
7.36,18,1,1,0,0,0,0,48.0,2,3,33.61,0
12.22,10,1,0,0,0,0,0,75.1,1,2,101.64,0
7.34,14,2,1,0,0,0,0,18.3,4,3,23.66,0
33.26,14,2,1,0,2,0,0,61.4,1,1,90.69,0
80.02,18,2,2,0,0,0,0,13.2,2,1,17.39,0
13.98,21,5,1,0,0,0,0,3.1,1,1,30.03,0
28.89,16,1,2,0,0,0,0,9.1,0,2,62.17,0
124.43,17,1,1,0,1,0,0,18.3,1,2,3.23,0
59.17,17,2,2,0,0,0,1,118.6,0,2,78.45,0
54.51,16,0,1,0,0,0,0,4.2,1,1,21.56,0
62.03,13,1,0,0,0,0,0,14.8,2,1,11.53,0
50.13,20,2,0,0,0,0,0,70.1,1,0,8.92,0
31.69,11,4,1,0,0,0,1,3.4,1,0,22.24,0
4.97,16,3,0,0,0,0,0,16.6,2,3,70.91,0
41.42,15,1,0,1,0,0,0,4.6,1,2,36.97,0
22.96,13,3,0,0,0,0,0,60.6,1,1,16.67,0
81.17,0,8,5,1,0,0,1,1167.1,3,1,18.36,0
41.91,13,1,1,0,0,0,0,49.1,0,0,95.47,0
77.76,20,9,5,2,5,1,1,109.2,5,5,8.89,1
9.52,13,2,2,0,0,0,0,7.1,1,3,11.67,0
37.63,13,4,1,0,0,0,0,9.1,0,1,10.45,0
9.47,8,3,0,0,1,0,0,302.6,2,1,8.14,0
7.88,18,2,1,0,0,0,0,2.5,0,0,8.1,0
34.26,16,2,0,1,1,0,0,11.6,1,2,66.76,0
16.17,10,4,1,0,0,0,0,40.5,2,0,38.83,0
13.83,8,1,1,0,1,0,0,86.0,2,2,14.99,0
38.56,10,2,0,0,0,0,0,78.5,1,5,101.36,0
23.54,18,1,1,0,0,0,0,57.0,1,1,13.81,0
40.69,14,3,3,0,0,0,0,10.4,0,2,89.0,0
52.4,18,1,1,1,1,0,0,88.6,2,1,10.55,0
14.85,15,0,0,0,0,0,0,17.5,1,1,56.82,0
26.66,20,4,1,0,0,0,0,64.8,1,1,25.63,0
52.05,19,0,1,0,0,0,0,94.0,2,0,14.25,0
38.47,18,2,0,0,0,0,0,16.4,2,2,6.82,0
55.56,15,1,2,0,0,0,0,26.1,1,3,33.83,0
14.97,9,3,1,0,0,0,0,4.0,0,2,28.97,0
5.0,16,3,3,0,0,0,0,4.4,2,1,18.85,0
14.69,8,1,1,0,0,0,0,98.2,1,1,12.1,0
20.59,17,1,2,0,0,0,0,37.0,3,3,14.32,0
12.01,9,2,2,0,2,0,0,22.4,2,2,30.71,0
18.62,14,2,3,0,0,0,1,23.9,0,0,36.86,0
12.73,9,2,1,0,0,0,0,91.8,1,1,34.48,0
11.6,14,2,1,0,0,0,0,7.5,1,2,38.87,0
19.95,12,3,0,0,0,0,1,31.0,3,5,20.76,0
31.83,10,2,0,0,0,0,0,11.1,2,2,28.7,0
11.27,17,2,2,0,0,0,0,14.6,3,1,23.75,0
9.15,16,2,3,0,1,0,0,202.2,1,1,20.42,0
13.84,14,2,2,0,0,0,0,181.3,3,3,12.46,0
272.17,22,4,5,1,2,0,1,68.2,2,0,29.04,0
7.87,13,5,0,0,1,0,0,10.8,3,1,19.13,0
8.67,14,3,4,0,0,0,0,47.5,0,1,17.79,0
15.26,21,1,1,0,0,0,0,31.5,0,1,49.18,0
51.65,14,1,3,0,1,0,1,115.5,2,0,13.57,0
53.36,12,2,1,0,0,0,0,61.6,0,0,19.61,0
16.63,18,0,1,0,1,0,0,137.4,2,1,20.1,0
44.35,20,1,0,0,0,0,0,56.2,3,0,22.99,0
49.39,1,5,4,0,1,0,0,737.7,3,3,20.81,0
21.34,18,0,1,0,1,0,0,9.2,3,2,17.86,0
80.04,13,2,1,0,0,0,0,45.1,3,0,35.17,0
18.69,18,0,2,0,0,0,0,184.1,0,1,1.3,0
17.3,12,3,2,0,0,0,0,19.4,1,3,33.36,0
68.68,18,1,1,1,0,0,0,209.1,2,2,50.86,0
26.92,17,0,0,0,1,0,0,73.9,3,2,12.81,0
51.36,15,4,0,0,0,0,0,41.2,1,1,79.29,0
25.91,13,2,2,0,0,0,0,52.1,4,1,22.05,0
256.04,2,4,7,0,3,0,0,545.4,3,4,17.06,1
40.58,8,6,3,0,1,0,0,10.2,2,0,23.29,0
33.57,12,4,2,0,0,0,0,49.6,1,1,10.65,0
25.99,18,6,0,0,1,0,0,27.3,3,2,34.65,0
22.02,13,3,0,0,0,0,0,2.3,1,0,37.34,0
113.9,0,7,3,0,5,0,1,178.9,1,2,20.69,0
45.23,17,3,0,0,0,0,0,129.5,1,1,22.82,0
34.34,14,4,3,0,0,0,1,52.3,1,4,24.59,0
20.75,17,1,0,0,0,0,1,64.2,2,2,75.45,0
10.09,15,1,1,0,1,0,0,28.2,1,2,12.71,0
18.53,12,5,1,0,0,0,0,51.6,0,1,19.56,0
16.57,10,4,1,0,0,0,0,5.7,0,4,50.55,0
25.2,11,0,1,0,0,0,0,17.5,1,0,22.16,0
9.31,21,2,1,0,0,0,0,58.4,0,1,10.53,0
15.59,19,2,0,0,0,0,0,61.1,0,0,17.72,0
5.29,9,0,0,0,0,0,1,134.3,0,1,7.12,0
47.57,3,3,6,0,3,1,0,511.2,0,3,28.37,0
24.19,15,1,1,0,1,0,0,69.8,1,2,10.05,0
6.85,15,1,1,0,0,0,0,49.4,0,2,15.6,0
82.43,17,2,2,0,0,0,0,151.8,1,2,4.6,0
151.88,6,3,4,1,1,0,1,94.2,2,3,37.51,0
22.86,9,0,2,0,0,0,0,7.2,0,3,159.57,0
9.57,11,1,2,0,0,0,0,231.5,0,2,66.41,0
14.55,18,1,2,0,0,0,0,48.5,1,2,40.27,0
56.98,20,1,2,0,2,0,0,29.2,1,1,37.76,0
22.68,10,2,2,2,2,1,0,467.7,1,5,10.82,0
3.85,18,1,1,0,0,0,0,107.1,0,1,32.85,0
19.05,15,2,0,0,0,0,0,79.8,3,0,5.53,0
209.83,12,4,1,0,1,0,0,10.4,2,1,5.49,0
18.86,15,4,2,0,1,0,0,11.1,1,2,8.15,0
451.13,8,1,4,0,0,0,0,18.0,1,2,8.65,0
36.73,13,3,0,0,0,0,0,21.1,2,1,74.72,0
229.51,10,3,0,0,0,0,0,6.8,1,1,9.75,0
197.97,15,2,3,1,2,0,0,969.5,2,6,36.04,0
20.53,18,1,2,0,2,0,0,112.7,0,1,11.69,0
71.08,11,3,0,0,0,0,0,24.0,1,1,38.6,0
15.04,17,2,0,0,0,0,0,18.4,1,2,63.67,0
24.42,12,2,1,0,0,0,0,15.7,1,0,18.21,0
21.82,18,2,0,0,1,0,0,8.5,2,2,23.6,0
19.61,15,3,1,0,1,1,0,19.6,0,2,22.64,0
62.09,8,2,0,0,0,1,0,8.9,0,2,20.38,0
15.37,17,3,2,0,0,0,0,50.8,0,2,11.08,0
27.3,15,3,1,0,0,0,0,88.3,0,2,67.66,0
18.22,19,0,2,0,1,0,0,17.4,0,1,22.12,0
3.96,16,2,1,1,0,0,0,16.0,1,7,71.59,0
58.5,16,2,2,0,1,0,0,15.2,0,1,8.72,0
19.39,17,0,1,0,0,0,0,0.6,0,0,3.04,0
31.83,17,2,0,0,0,0,0,35.1,1,4,24.36,0
10.96,1,6,2,0,0,0,0,75.1,4,1,6.79,0
154.98,20,4,0,1,0,0,0,20.8,0,2,204.73,0
32.74,15,1,2,0,0,0,0,43.8,1,1,42.32,0
116.08,13,2,0,0,0,0,0,8.0,0,2,51.64,0
130.13,3,5,3,0,3,0,0,78.4,4,2,21.27,0
84.49,15,4,2,0,0,0,0,3.1,1,2,49.32,0
43.83,16,3,1,0,2,0,0,19.2,1,2,39.33,0
25.27,19,1,3,0,0,0,0,3.7,3,0,51.91,0
9.71,20,2,0,0,0,0,0,31.7,1,1,54.74,0
97.81,11,0,0,0,0,0,0,23.4,0,0,4.3,0
97.23,14,1,3,0,0,0,0,8.6,1,0,13.28,0
24.94,9,2,1,0,0,0,0,1.5,0,2,35.11,0
11.35,10,3,3,0,0,0,0,31.9,0,2,116.43,0
3.73,12,5,0,1,0,0,0,2.2,3,1,33.33,0
134.02,11,4,3,1,2,0,0,311.2,1,6,65.1,0
148.76,0,6,8,3,6,0,1,1431.5,4,4,9.16,1
10.54,8,2,1,0,0,0,0,29.7,0,1,7.61,0
123.21,8,1,1,1,0,0,0,119.7,2,3,20.82,0
15.14,14,1,1,0,2,0,0,88.4,1,0,50.49,0
21.06,19,3,2,1,0,0,1,39.1,0,0,83.34,0
31.52,18,0,0,0,0,0,0,74.7,2,1,14.81,0
5.77,17,0,2,0,0,0,1,46.8,1,1,19.86,0
37.13,16,0,0,0,0,0,0,98.5,1,3,5.36,0
10.79,20,0,1,1,1,0,0,42.5,0,0,23.14,0
7.84,14,1,0,0,1,0,0,4.5,1,0,19.01,0
121.37,3,7,3,2,3,1,1,316.6,0,7,31.99,1
65.84,17,0,0,0,1,0,0,57.1,2,0,13.18,0
14.31,14,3,2,0,0,0,0,17.0,1,1,39.15,0
36.4,21,5,1,0,1,0,0,92.3,0,0,14.55,0
36.5,21,6,3,0,4,0,0,410.8,5,5,30.4,0
12.89,11,0,1,0,1,0,0,12.0,0,3,22.84,0
58.4,8,2,3,0,1,0,0,50.2,1,2,46.2,0
72.59,12,3,1,1,0,0,0,10.4,0,2,7.17,0
13.05,12,4,2,0,1,0,0,100.6,2,3,159.63,0
26.21,19,2,0,0,1,0,0,57.3,0,4,16.84,0
91.93,13,10,5,0,1,0,0,222.3,2,3,32.22,0
28.38,9,3,1,0,0,0,0,78.9,0,1,54.26,0
10.76,21,2,3,0,0,0,0,2.4,1,1,22.19,0
49.46,19,1,5,0,0,0,0,122.4,0,0,10.57,0
116.73,4,5,5,0,4,1,0,206.1,3,2,62.09,0
17.92,11,2,3,0,1,0,0,13.1,1,2,19.86,0
65.44,19,3,2,0,1,0,1,15.5,2,1,47.15,0
1.81,12,4,0,0,0,0,0,13.8,1,3,13.93,0
57.98,9,1,1,0,0,0,0,66.7,0,2,124.6,0
36.42,17,1,0,0,1,0,0,165.2,4,0,32.97,0
44.56,11,0,2,0,1,0,0,67.8,1,1,11.12,0
12.01,10,1,1,0,0,0,0,66.6,2,0,48.0,0
123.53,10,3,0,0,0,0,0,82.6,0,4,12.93,0
79.31,21,1,2,0,0,0,0,59.7,0,2,43.44,0
51.2,13,0,1,0,0,0,0,19.2,2,1,8.93,0
16.38,9,1,0,0,0,0,0,155.6,1,1,69.77,0
74.75,15,5,2,0,0,0,0,70.1,1,0,21.92,0
78.76,16,2,2,0,0,0,0,22.8,0,1,17.53,0
43.73,9,0,0,0,0,0,0,104.1,4,2,6.37,0
86.88,4,6,10,3,4,1,1,225.2,6,8,212.38,1
5.32,13,1,1,0,0,0,0,22.2,1,2,16.47,0
155.6,18,1,0,1,0,0,1,224.7,0,3,8.7,0
41.82,11,3,1,2,0,0,0,2.7,4,2,14.38,0
11.42,12,4,1,0,0,0,0,70.4,1,2,12.88,0
9.09,12,5,0,0,0,0,0,208.0,1,2,14.19,0
17.51,18,2,0,0,0,0,0,175.3,3,2,25.79,0
30.16,21,5,1,0,1,0,0,23.7,0,0,9.17,0
31.86,20,2,1,0,0,0,0,135.5,0,3,10.35,0
78.31,5,9,3,0,0,1,0,21.2,2,2,34.69,0
22.61,19,2,2,0,0,0,0,99.4,3,3,25.07,0
9.16,15,0,1,0,0,0,0,42.1,4,3,65.13,0
37.77,10,4,0,0,0,0,0,83.2,0,1,20.4,0
72.46,18,3,0,0,0,0,0,17.8,0,3,28.69,0
26.38,8,3,1,0,1,0,0,38.0,5,1,28.54,0
57.35,17,4,0,1,0,0,0,69.3,2,0,46.24,0
30.23,13,1,3,0,0,0,0,10.8,1,2,20.46,0
29.27,18,0,2,0,0,0,0,50.3,1,2,27.4,0
14.08,9,2,0,0,1,0,0,5.5,2,2,4.7,0
17.4,12,2,1,0,2,0,0,9.0,1,0,21.49,0
42.21,8,8,6,2,5,1,1,86.1,3,4,111.2,1
27.99,18,1,1,0,0,0,0,62.5,2,1,37.08,0
25.51,8,2,0,0,0,0,0,22.0,1,2,16.27,0
17.75,9,2,0,0,0,0,0,38.5,0,1,22.58,0
19.35,16,3,1,1,0,0,0,91.6,1,0,64.25,0
21.09,17,0,0,0,0,0,0,35.9,2,0,17.89,0
107.32,20,5,1,1,2,1,0,84.9,5,3,40.65,0
13.11,13,1,0,0,0,0,0,61.4,2,0,5.03,0
17.36,9,1,0,0,0,0,0,40.8,2,5,17.67,0
63.47,15,3,1,0,1,0,0,25.6,1,1,32.63,0
17.2,9,1,0,0,0,0,0,10.3,0,2,17.62,0
21.21,16,1,0,0,0,0,0,9.7,3,2,96.02,0
8.42,19,1,0,0,1,0,0,55.4,0,1,14.66,0
13.83,12,3,0,0,0,0,0,33.7,2,2,26.77,0
35.19,5,12,10,0,7,0,1,50.0,8,3,13.56,1
29.68,20,4,1,0,0,0,0,20.8,0,2,12.65,0
8.58,13,1,1,0,0,0,0,4.1,4,1,79.63,0
11.14,18,3,1,0,0,0,0,19.3,1,1,85.02,0
17.12,8,5,0,0,0,0,0,53.6,4,1,32.73,0
25.09,20,3,2,0,0,1,0,53.5,0,1,6.89,0
107.04,20,6,0,1,0,0,0,27.4,1,1,12.8,0
18.69,12,2,1,0,1,0,0,3.6,0,3,24.11,0
14.39,13,1,1,0,0,0,0,40.0,0,5,46.79,0
178.72,18,2,1,0,0,1,0,17.9,1,0,16.42,0
13.19,9,2,1,0,0,0,0,84.5,1,0,76.01,0
44.39,12,2,0,0,0,0,0,5.1,0,0,28.15,0
18.28,20,1,1,0,1,0,0,29.3,0,1,18.7,0
28.16,17,1,2,0,1,0,0,9.6,0,1,9.14,0
57.66,9,3,1,0,0,0,0,156.8,2,0,494.55,0
15.49,15,0,1,1,0,0,1,0.6,0,1,26.49,0
25.06,19,4,4,1,0,1,1,143.7,3,1,73.81,1
13.9,9,2,2,0,0,0,0,22.5,1,2,90.26,0
36.01,18,0,2,0,0,0,0,57.7,4,1,25.74,0
18.48,13,1,0,0,1,1,0,52.5,1,0,47.06,0
3.19,18,3,2,0,0,0,0,52.0,2,1,14.3,0
29.3,13,1,1,0,2,0,0,22.0,2,0,9.69,0
27.78,15,1,2,0,0,0,0,11.2,0,2,57.08,0
4.54,16,2,1,0,0,0,0,29.7,0,3,22.89,0
13.26,19,2,2,0,0,0,0,150.7,0,2,55.3,0
13.38,9,0,0,0,0,0,0,83.0,4,1,5.6,0
8.02,17,3,4,0,0,1,0,82.6,0,1,25.63,0
13.0,17,1,3,0,0,0,0,38.3,0,1,14.79,0
21.06,18,8,4,2,2,1,0,124.0,3,3,62.39,0
7.86,13,3,3,0,0,0,0,5.1,1,1,15.41,0
61.54,23,2,5,1,4,0,1,119.8,1,1,35.0,0
9.7,11,2,0,0,1,0,0,168.6,1,1,10.78,0
20.54,10,0,1,0,0,0,0,60.6,1,1,62.67,0
26.81,14,3,0,0,1,0,0,27.2,3,3,51.62,0
17.17,13,2,0,0,0,1,0,231.4,3,2,38.14,0
27.95,12,3,0,0,0,0,0,36.1,1,0,23.97,0
20.19,19,3,0,0,0,0,0,11.2,0,3,97.56,0
62.17,19,3,1,0,0,0,0,33.0,1,2,9.79,0
24.71,14,3,2,0,0,0,0,3.2,1,1,24.19,0
1185.87,14,10,4,1,4,1,1,108.7,6,2,139.0,1
83.13,18,1,0,0,0,0,0,10.1,2,1,18.14,0
13.85,18,1,1,0,1,0,0,70.6,1,2,78.6,0
290.81,23,4,4,0,4,0,1,205.7,2,2,13.2,0
52.75,17,0,1,0,0,0,0,6.7,1,1,21.91,0
83.02,15,4,1,0,0,0,1,111.1,0,1,153.24,0
68.29,8,1,3,0,0,0,1,47.0,1,3,17.83,0
31.68,20,1,1,0,0,0,0,5.1,3,1,14.68,0
13.71,21,3,0,0,2,0,0,53.0,0,2,12.15,0
11.98,15,3,2,0,0,0,0,55.5,2,0,134.3,0
30.67,11,1,2,0,2,0,0,25.4,1,3,40.35,0
135.91,10,1,1,0,1,0,0,44.0,0,2,60.95,0
21.52,15,2,2,0,0,0,0,21.4,0,3,8.57,0
15.06,12,3,2,1,0,0,0,170.5,1,3,18.6,0
11.1,21,0,1,0,1,0,0,7.0,2,0,9.0,0
44.75,13,3,2,0,0,0,0,15.4,1,2,92.86,0
36.06,15,2,1,0,0,0,0,17.2,1,4,6.6,0
49.7,18,3,1,0,0,0,0,46.6,1,1,44.93,0
34.13,16,2,0,0,1,0,0,31.5,1,1,7.17,0
139.12,11,2,1,0,1,0,0,76.8,0,0,38.12,0
34.7,19,4,0,0,0,0,0,3.2,0,1,26.85,0
49.3,12,2,0,0,0,0,0,7.4,1,3,21.39,0
25.99,17,0,1,0,0,0,0,176.3,1,2,43.61,0
53.03,14,2,0,0,0,0,0,18.5,0,2,15.02,0
13.53,15,4,2,0,0,0,0,9.1,1,1,9.99,0
27.98,16,2,2,0,0,0,0,44.5,3,2,28.89,0
144.65,19,1,0,0,0,0,0,119.9,2,3,26.84,0
23.72,12,4,0,0,0,0,0,110.6,5,0,55.44,0
58.57,20,0,1,0,1,0,0,78.2,2,3,24.34,0
17.02,13,3,1,0,0,0,0,46.5,2,1,22.53,0
120.75,15,3,3,0,0,0,0,66.9,3,1,2.12,0
11.74,19,1,1,0,0,0,0,103.4,0,1,53.53,0
21.69,15,3,1,0,0,1,0,112.2,0,4,17.23,0
210.87,10,2,3,1,1,0,0,10.0,2,4,52.3,0
25.4,15,4,0,0,1,0,0,195.9,0,0,31.56,0
46.22,11,2,0,1,0,0,0,5.3,1,0,74.21,0
12.02,9,1,1,0,0,0,1,23.5,0,2,13.63,0
74.24,1,5,10,1,8,1,0,50.0,5,3,42.41,1
4.98,10,6,3,0,0,0,0,237.1,1,3,4.69,0
74.73,8,3,2,0,1,0,0,20.0,2,3,4.44,0
10.05,10,9,3,0,2,1,0,191.6,3,5,3.88,0
74.25,11,5,0,0,1,0,0,86.2,2,0,19.14,0
23.69,11,1,0,0,1,0,0,10.2,1,0,86.08,0
13.03,16,3,2,0,0,0,1,64.6,3,1,13.07,0
137.96,13,1,0,0,0,0,0,64.2,0,4,27.72,0
5.23,13,1,1,0,0,0,0,13.4,0,2,16.71,0
37.96,19,2,0,0,1,0,0,44.9,2,3,5.5,0
25.29,20,2,3,0,2,0,0,58.2,0,2,17.31,0
39.35,8,3,0,0,1,0,0,89.9,0,0,22.1,0
10.93,14,3,1,0,0,0,0,8.0,3,1,9.56,0
38.81,19,4,2,0,0,0,0,4.2,1,1,17.81,0
9.38,18,1,0,0,0,0,1,22.3,1,3,100.9,0
16.77,10,2,1,0,0,0,0,7.4,1,3,102.31,0
36.8,11,2,0,0,0,0,0,20.2,2,3,66.81,0
41.0,10,3,0,0,0,0,0,22.9,2,5,25.45,0
50.07,12,3,0,0,0,0,0,40.8,2,1,8.54,0
594.93,1,5,3,0,1,0,0,593.6,2,5,97.89,0
33.34,21,2,1,0,0,0,0,5.9,1,0,6.48,0
388.8,8,5,5,1,3,0,0,37.1,3,1,11.04,0
30.92,18,3,1,0,0,1,0,6.7,0,1,20.28,0
93.68,11,3,0,0,0,0,0,48.1,0,3,61.71,0
40.61,6,9,3,1,2,1,1,67.2,1,4,24.52,0
1.94,12,4,0,0,1,0,0,21.1,1,2,26.31,0
39.72,10,1,1,0,0,0,0,14.3,0,2,29.71,0
30.85,19,1,1,0,0,0,0,121.2,1,3,34.75,0
35.26,10,2,0,0,1,0,0,80.7,0,3,15.98,0
70.46,10,1,1,0,0,0,1,14.3,0,1,21.68,0
16.69,19,3,0,0,1,0,0,24.2,2,1,20.27,0
8.98,14,0,0,0,1,0,0,13.2,1,2,50.35,0
25.54,18,2,1,0,1,0,0,105.8,2,2,37.57,0
