amount,hour_of_day,is_night,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,amount_deviation,is_fraud
42.02,20,0,2,2,0,0,0,0,57.6,1,1,0.876,0
152.02,13,0,2,2,0,1,0,0,12.9,2,1,13.247,0
47.57,17,0,4,1,0,1,0,0,64.7,1,2,3.889,0
25.36,15,0,3,3,0,0,0,0,22.0,1,1,1.209,0
24.53,15,0,0,1,0,0,0,0,27.7,2,3,0.542,0
5.67,14,0,4,4,0,1,0,0,28.6,3,1,0.827,0
3.79,15,0,1,1,0,0,0,0,49.8,4,3,0.884,0
4.53,20,0,3,3,1,0,0,0,79.8,1,3,0.882,0
176.43,17,0,5,3,1,3,0,1,166.1,1,2,4.624,1
20.41,15,0,3,3,0,0,0,0,91.1,1,5,0.454,0
44.97,18,0,3,2,0,2,0,0,21.4,1,1,0.774,0
7.51,13,0,2,2,0,0,0,0,23.5,1,3,0.944,0
14.43,18,0,2,1,0,0,0,0,39.9,2,1,0.879,0
15.97,10,0,0,0,0,0,0,0,61.1,2,1,0.758,0
8.59,10,0,0,3,0,1,0,0,14.1,1,2,0.519,0
84.98,19,0,2,1,0,0,0,0,87.7,1,1,2.130,0
26.69,13,0,4,1,0,0,0,0,88.3,1,1,0.382,0
38.80,16,0,0,3,0,1,0,0,4.0,2,2,3.021,0
41.57,12,0,1,1,0,0,0,0,14.0,1,3,0.900,0
7.61,21,0,3,3,0,0,0,0,83.0,2,2,0.658,0
20.33,9,0,2,2,0,1,0,0,33.2,2,1,0.373,0
117.39,20,0,4,4,0,1,0,0,8.6,1,1,0.121,0
70.33,16,0,1,1,0,0,0,0,30.0,2,1,0.342,0
34.70,10,0,4,3,0,0,1,0,214.5,1,3,1.801,0
10.05,16,0,2,1,0,0,0,0,212.1,1,1,0.867,0
12.73,14,0,0,2,0,0,0,0,68.1,1,3,0.718,0
42.66,8,0,1,1,0,0,0,0,34.4,1,3,0.798,0
20.23,9,0,2,1,0,0,0,0,43.1,1,5,0.633,0
25.12,9,0,1,1,1,0,0,0,21.9,2,1,0.716,0
20.36,10,0,1,2,0,2,0,0,25.2,1,1,1.180,0
9.69,10,0,2,1,0,0,0,0,67.8,1,1,0.874,0
12.12,12,0,1,1,0,0,0,0,2.5,1,1,0.462,0
72.35,17,0,1,1,0,0,0,0,42.1,3,1,4.296,0
78.69,15,0,10,3,1,4,0,0,76.2,5,2,1.691,0
57.74,13,0,0,1,0,0,0,0,47.2,1,1,0.798,0
4.24,16,0,4,1,0,0,0,1,0.9,2,2,0.896,0
10.04,20,0,4,1,0,0,0,0,19.0,1,2,0.806,0
68.40,12,0,2,2,0,0,0,0,63.7,2,2,1.284,0
12.12,10,0,2,2,0,0,0,0,40.1,2,1,0.849,0
29.89,21,0,0,0,0,0,0,1,2.3,3,2,0.328,0
24.23,12,0,4,4,1,1,0,0,51.2,1,2,0.918,0
22.03,16,0,1,1,0,0,1,0,72.4,1,1,0.774,0
26.47,15,0,1,3,0,0,0,1,17.1,3,1,0.328,0
26.98,12,0,1,1,0,0,0,0,42.1,1,1,0.112,0
21.48,16,0,0,2,0,0,0,0,73.1,3,1,0.397,0
20.54,12,0,5,1,0,1,0,0,42.8,1,4,0.119,0
20.80,16,0,1,1,0,1,0,0,45.6,1,3,0.415,0
4.95,20,0,0,4,1,0,0,0,62.2,1,2,0.556,0
32.79,15,0,3,1,0,0,0,0,99.3,3,1,0.683,0
48.04,8,0,1,2,0,0,0,0,15.9,1,1,0.005,0
22.75,9,0,1,1,0,0,0,0,13.9,2,4,2.297,0
14.58,11,0,0,3,0,0,0,0,305.0,2,1,0.772,0
4.55,21,0,5,1,1,1,0,0,90.1,1,1,0.870,0
19.84,10,0,1,4,0,0,0,0,44.3,2,3,0.302,0
13.26,10,0,3,3,0,0,0,0,7.6,1,1,0.204,0
75.45,18,0,3,3,0,0,0,0,48.2,2,2,1.252,0
14.29,20,0,4,1,0,0,0,1,46.1,2,1,0.780,0
60.07,9,0,0,0,0,0,0,0,18.6,1,1,0.267,0
105.43,10,0,3,3,0,0,0,0,8.9,2,1,14.619,0
19.28,16,0,3,3,0,0,1,0,95.6,1,2,0.207,0
15.02,11,0,4,1,0,0,0,0,15.9,1,2,0.117,0
30.83,19,0,4,4,0,0,0,0,29.9,2,1,2.523,0
8.02,16,0,2,1,0,1,0,0,77.5,1,3,0.698,0
224.71,11,0,2,2,0,0,0,1,116.0,2,1,7.938,0
31.17,17,0,1,1,0,1,0,0,24.9,1,4,0.221,0
8.80,18,0,5,1,0,0,0,0,131.8,1,3,0.391,0
24.92,23,1,8,5,0,3,0,1,68.6,1,1,2.725,0
10.55,11,0,1,2,0,1,0,0,77.6,1,1,0.323,0
47.98,18,0,3,1,0,0,0,0,48.8,2,3,2.042,0
30.59,19,0,2,2,0,0,0,0,26.8,1,1,0.794,0
30.94,10,0,7,7,0,0,1,0,143.5,1,5,0.511,0
46.29,16,0,2,3,0,0,0,0,257.4,2,6,11.344,0
79.66,10,0,5,1,0,0,0,0,2.6,1,1,4.976,0
111.45,17,0,3,2,0,0,0,0,24.6,3,2,1.347,0
96.51,12,0,1,1,0,0,0,1,17.8,1,1,5.534,0
8.98,15,0,3,3,0,0,0,1,1.8,1,2,0.820,0
53.47,16,0,1,1,0,1,0,0,44.6,1,1,0.583,0
8.66,13,0,2,1,0,0,0,0,37.6,1,3,0.745,0
37.64,10,0,2,1,0,0,0,0,26.5,2,4,0.077,0
34.43,18,0,0,0,0,1,0,0,55.3,1,1,2.139,0
42.99,15,0,2,2,0,0,0,0,3.2,1,1,2.962,0
12.11,18,0,3,3,0,0,0,0,105.2,1,1,0.944,0
16.56,10,0,1,1,0,0,0,0,27.3,1,1,0.599,0
5.72,14,0,2,2,0,2,0,0,18.5,1,3,0.871,0
59.95,9,0,3,3,0,0,0,0,56.3,1,1,3.149,0
14.00,13,0,1,1,0,0,0,0,25.2,3,1,0.177,0
11.83,14,0,1,1,0,0,0,0,88.2,1,4,0.099,0
14.32,18,0,3,1,0,0,0,0,16.8,1,1,0.854,0
26.84,15,0,5,1,0,0,0,0,47.7,1,2,0.663,0
23.83,19,0,2,1,0,0,0,0,16.9,1,1,0.678,0
511.83,15,0,9,4,1,3,0,0,63.4,4,7,18.877,1
10.29,14,0,2,2,0,0,0,0,17.9,1,1,0.866,0
7.96,12,0,4,4,0,0,0,0,61.0,1,1,0.719,0
40.20,14,0,2,2,0,0,0,0,20.5,2,1,0.623,0
81.08,21,0,2,1,0,0,0,0,88.3,1,3,46.140,0
24.16,17,0,4,4,0,0,0,1,48.7,1,1,0.598,0
206.64,9,0,2,2,0,0,0,0,10.2,2,1,6.302,0
38.02,9,0,3,1,0,0,0,0,23.6,1,1,0.673,0
95.65,9,0,2,1,0,0,0,0,104.2,1,3,0.024,0
18.68,9,0,1,1,0,1,0,0,22.5,1,1,0.622,0
63.57,13,0,3,1,0,0,0,0,9.7,1,1,0.208,0
59.20,23,1,5,2,2,1,0,1,92.5,2,2,0.071,0
4.56,20,0,0,1,0,0,0,0,164.9,1,1,0.767,0
11.60,20,0,2,1,0,0,0,0,6.8,5,1,0.365,0
21.87,19,0,1,1,0,0,0,0,93.4,1,1,0.216,0
21.93,9,0,1,1,0,0,0,0,35.4,1,1,0.816,0
62.70,14,0,2,1,0,0,0,0,11.8,1,4,0.132,0
15.72,16,0,2,2,0,1,0,0,55.5,1,2,0.407,0
22.25,11,0,0,1,0,2,0,0,14.1,1,2,0.736,0
30.44,9,0,3,3,0,0,0,0,93.5,3,1,0.501,0
45.38,15,0,3,3,0,0,0,0,8.0,1,2,0.421,0
16.39,14,0,2,4,0,0,0,0,8.1,1,3,0.211,0
54.81,17,0,2,1,0,1,0,1,30.7,3,2,0.136,0
86.26,8,0,2,2,0,0,0,1,171.7,1,1,0.152,0
9.48,18,0,2,2,0,1,0,0,94.8,2,2,0.212,0
24.87,10,0,1,1,0,0,0,0,25.0,1,1,3.371,0
37.35,12,0,4,2,0,0,0,0,0.3,1,1,0.389,0
39.52,21,0,7,4,0,4,0,0,65.0,4,3,0.447,0
32.30,17,0,4,5,0,2,1,0,209.2,3,2,0.021,0
26.78,16,0,2,2,1,1,0,0,6.4,3,2,0.047,0
34.01,13,0,1,1,0,0,0,0,112.5,3,1,0.264,0
13.09,15,0,1,1,0,0,0,0,13.0,1,3,1.309,0
45.41,16,0,2,1,0,1,0,0,74.3,2,1,0.426,0
12.24,12,0,2,1,0,0,0,1,113.7,1,1,0.691,0
54.47,16,0,2,3,1,2,0,1,204.9,5,5,2.214,0
65.19,19,0,4,4,0,1,0,0,33.4,1,2,0.264,0
64.52,17,0,3,1,0,1,0,0,68.0,1,1,1.450,0
16.38,19,0,3,1,0,2,0,0,12.2,1,1,0.264,0
96.42,7,0,5,1,0,2,1,0,28.5,1,1,1.394,0
71.34,19,0,2,1,0,0,0,0,29.4,1,2,0.679,0
37.71,10,0,2,1,0,0,0,0,47.4,1,1,5.223,0
73.36,12,0,1,1,0,0,1,0,154.5,1,1,6.403,0
14.59,20,0,0,1,0,0,0,0,16.0,1,1,0.612,0
30.44,21,0,1,1,0,0,0,0,45.4,1,1,0.191,0
11.86,14,0,3,2,0,0,0,0,14.7,1,1,0.035,0
104.65,6,0,6,3,0,0,0,0,20.0,5,1,53.223,0
51.87,14,0,0,2,0,1,0,0,114.9,1,1,0.876,0
31.23,11,0,0,1,0,0,0,0,5.4,1,3,0.774,0
4.04,13,0,1,1,1,0,0,0,38.0,1,1,0.871,0
123.78,14,0,8,2,0,3,0,1,10.0,4,4,10.346,0
6.90,18,0,1,1,0,0,0,0,80.0,1,1,0.281,0
27.00,8,0,1,3,0,0,0,0,78.8,4,2,0.280,0
4.18,16,0,1,1,0,0,0,0,27.5,1,1,0.897,0
30.12,14,0,4,4,0,1,0,0,34.1,2,3,4.105,0
58.03,12,0,0,3,0,0,0,0,22.5,2,3,1.187,0
19.93,19,0,4,1,0,0,0,0,24.6,1,2,0.217,0
34.53,0,1,4,1,0,1,0,0,33.3,3,4,3.704,0
48.43,17,0,5,2,0,1,0,0,34.1,1,1,1.935,0
13.86,15,0,1,1,0,1,0,0,7.6,1,1,0.009,0
12.30,16,0,2,2,0,1,0,0,19.3,2,3,0.302,0
35.04,15,0,3,2,0,0,0,0,15.3,1,1,0.500,0
30.96,14,0,0,0,0,1,0,0,11.1,1,1,0.057,0
184.49,11,0,1,1,0,1,0,0,33.4,2,2,10.509,0
829.44,13,0,5,8,1,3,1,1,261.8,3,7,14.688,1
10.85,5,1,1,4,0,2,1,1,322.2,2,9,0.400,1
9.85,10,0,0,1,1,0,0,0,40.8,1,2,0.748,0
15.84,11,0,3,1,0,0,0,0,36.2,1,1,0.940,0
6.57,11,0,4,4,0,0,0,0,19.6,2,1,0.921,0
17.49,19,0,2,1,0,0,0,0,1.5,3,3,1.910,0
6.72,20,0,2,2,0,1,0,0,42.9,3,4,1.444,0
65.69,17,0,6,6,0,0,0,0,20.6,1,1,8.111,0
63.35,1,1,7,5,0,1,1,1,19.8,2,1,2.104,0
28.38,11,0,1,1,0,0,0,0,104.7,2,1,0.640,0
78.47,2,1,8,5,0,1,1,1,10.0,1,3,2.394,0
29.95,12,0,1,1,0,0,0,0,20.9,1,1,0.453,0
91.42,8,0,5,5,1,5,1,1,1169.1,4,7,3.186,1
6.06,16,0,7,7,0,0,0,0,1.6,1,1,0.283,0
47.05,12,0,2,2,0,0,0,0,31.4,1,2,2.888,0
30.01,22,0,2,2,0,3,0,0,614.0,3,7,3.281,0
15.80,10,0,0,0,0,0,0,0,81.2,1,2,0.483,0
62.93,9,0,2,9,0,5,1,1,316.6,2,3,0.671,1
24.22,12,0,3,3,1,0,0,0,43.8,1,1,0.182,0
46.13,12,0,3,3,0,0,0,0,6.3,1,1,1.530,0
27.90,19,0,1,2,0,0,0,0,37.7,1,1,0.283,0
21.35,12,0,1,2,0,0,1,0,24.7,1,2,1.118,0
208.85,4,1,2,6,0,2,1,0,105.1,1,1,6.653,0
12.23,18,0,1,1,0,0,1,0,30.5,1,1,0.785,0
48.71,12,0,0,1,0,0,0,0,82.5,1,1,1.129,0
202.32,15,0,3,3,0,1,0,1,45.1,2,3,27.022,0
77.81,17,0,3,3,0,0,0,0,40.8,1,1,0.055,0
54.93,21,0,3,4,0,3,0,0,262.1,2,4,3.671,0
10.07,13,0,2,1,0,0,1,0,241.5,1,2,0.859,0
37.21,13,0,0,1,1,0,0,0,21.3,1,4,1.034,0
35.41,16,0,1,1,0,0,0,0,8.8,1,1,0.797,0
32.18,11,0,3,1,0,0,1,0,18.6,5,1,1.835,0
39.19,13,0,2,2,0,0,0,0,10.1,3,1,3.028,0
30.17,20,0,1,1,0,0,0,1,110.2,2,1,4.330,0
491.70,16,0,11,6,2,3,1,1,264.8,5,1,18.320,1
15.10,21,0,0,1,0,0,0,0,3.6,1,1,0.661,0
50.00,17,0,5,4,0,1,0,1,46.8,1,3,0.583,0
37.33,10,0,2,1,0,0,0,0,95.7,2,5,0.661,0
6.03,17,0,1,3,0,1,0,0,134.1,1,1,0.511,0
15.75,19,0,4,1,0,1,0,0,120.7,3,3,0.249,0
20.73,19,0,2,3,0,0,0,0,5.9,1,1,0.546,0
8.86,11,0,2,1,0,0,0,0,8.8,1,2,0.315,0
19.44,11,0,1,1,0,1,0,0,71.4,1,2,0.777,0
33.11,20,0,1,1,0,0,0,0,40.2,2,1,1.651,0
10.49,11,0,1,3,0,0,0,0,211.2,2,2,0.604,0
38.45,18,0,1,1,0,0,0,0,54.4,1,4,2.183,0
18.87,20,0,2,2,0,0,0,0,141.0,1,1,0.708,0
21.14,14,0,4,4,0,0,1,0,18.4,1,1,1.669,0
11.57,10,0,3,3,0,0,0,0,53.7,2,1,0.953,0
35.75,13,0,3,1,0,0,0,0,17.6,1,1,0.672,0
18.56,9,0,2,1,0,1,0,0,53.8,4,1,2.424,0
63.90,16,0,5,7,0,3,1,1,23.4,3,4,9.175,0
114.81,8,0,1,1,0,0,0,0,61.6,4,1,0.522,0
23.48,15,0,1,1,0,0,0,0,0.3,1,2,0.632,0
7.51,11,0,3,2,0,0,1,0,54.1,1,1,0.760,0
11.95,10,0,1,1,0,1,0,0,65.7,1,2,0.574,0
7.39,18,0,3,3,0,0,0,0,101.4,1,1,0.830,0
68.58,16,0,1,1,0,0,0,0,96.1,2,5,12.214,0
46.10,16,0,2,3,0,0,1,0,2.6,1,1,2.033,0
67.69,17,0,5,3,0,0,0,0,2.0,2,2,2.516,0
39.55,10,0,1,1,0,0,0,0,47.8,1,1,0.584,0
4.35,8,0,3,3,0,0,0,0,43.2,2,2,0.903,0
18.91,10,0,1,1,0,0,0,0,18.0,2,2,0.195,0
60.56,8,0,4,2,0,0,0,0,3.7,1,3,4.072,0
11.57,11,0,3,2,0,0,0,0,14.1,4,1,0.438,0
111.42,18,0,1,2,0,0,0,0,13.8,2,1,5.680,0
14.80,16,0,2,2,0,1,0,0,186.1,4,3,0.377,0
39.67,8,0,1,1,0,0,0,0,38.5,1,1,5.297,0
42.70,11,0,2,1,0,0,0,0,106.9,1,3,0.034,0
18.06,9,0,1,1,1,0,0,0,6.0,3,2,0.947,0
314.29,6,0,6,4,0,3,1,0,10.0,3,2,26.258,0
41.33,11,0,7,7,0,0,0,1,84.8,1,2,0.507,0
32.17,16,0,3,3,0,2,0,0,2.4,1,1,0.206,0
43.27,16,0,2,1,0,0,0,0,70.8,1,3,0.672,0
14.20,14,0,1,1,0,0,0,0,38.7,1,4,0.013,0
76.96,11,0,4,2,0,1,0,0,93.9,1,1,0.665,0
135.57,8,0,2,2,0,1,0,0,77.3,1,1,4.378,0
126.03,14,0,1,1,0,0,0,1,37.5,1,3,2.300,0
55.51,10,0,2,1,0,1,0,0,40.4,1,3,0.896,0
11.01,18,0,9,3,0,1,1,0,206.1,1,2,3.352,0
28.81,14,0,3,3,0,0,0,0,16.2,2,4,4.940,0
10.97,14,0,1,1,0,0,0,0,151.9,2,2,0.387,0
9.38,21,0,2,3,0,1,0,0,36.6,3,4,0.737,0
5.26,15,0,1,1,0,1,0,0,36.5,3,1,0.901,0
4.02,19,0,1,1,0,0,0,0,18.0,2,1,0.785,0
70.67,14,0,3,3,0,0,0,0,41.3,2,3,1.151,0
17.79,16,0,6,3,0,0,0,0,40.0,1,2,0.236,0
19.88,8,0,2,2,0,1,0,0,38.1,1,1,9.631,0
9.56,15,0,3,1,0,0,0,0,53.2,2,1,0.489,0
38.74,15,0,3,1,0,0,0,0,63.9,1,2,2.509,0
288.13,11,0,5,4,0,4,1,1,420.7,1,1,8.286,0
21.82,18,0,1,1,0,1,1,0,116.4,4,3,1.013,0
15.33,14,0,3,2,0,0,0,0,82.7,2,1,0.487,0
10.10,13,0,1,1,0,0,0,0,154.7,3,1,0.625,0
69.71,15,0,2,2,0,0,0,0,30.3,3,1,5.303,0
126.96,1,1,6,5,1,7,0,1,378.4,5,3,0.071,1
115.09,9,0,1,1,0,0,0,0,11.5,1,2,0.952,0
17.65,11,0,4,1,0,0,0,0,6.1,1,3,0.190,0
11.77,9,0,1,1,0,0,1,0,21.4,2,1,0.328,0
58.19,15,0,1,1,0,1,0,0,23.7,1,1,0.497,0
77.39,17,0,0,1,0,0,0,0,22.4,2,1,1.403,0
65.48,8,0,4,2,0,0,0,0,188.1,1,1,0.083,0
37.23,10,0,1,1,0,1,0,0,41.5,2,1,6.286,0
370.80,14,0,6,8,0,1,0,0,102.4,2,3,21.555,0
50.50,15,0,2,2,0,0,0,0,33.8,1,2,2.449,0
77.95,16,0,4,3,0,3,1,1,129.1,4,3,7.409,0
24.74,10,0,1,1,0,0,0,0,59.5,1,1,0.623,0
8.85,18,0,0,1,0,0,0,0,152.2,1,3,0.379,0
196.98,2,1,7,4,1,4,1,1,50.0,5,10,2.200,1
33.06,10,0,0,0,0,0,0,0,78.4,1,1,0.698,0
26.92,18,0,4,1,0,0,0,0,50.0,1,1,0.652,0
308.22,22,0,13,5,4,4,1,1,1876.8,6,6,3.583,1
59.77,11,0,0,2,0,0,0,0,7.4,4,1,10.193,0
82.31,16,0,1,1,0,0,0,0,22.8,2,1,0.425,0
71.81,15,0,2,2,0,1,0,0,226.0,1,1,1.859,0
151.17,17,0,0,0,0,0,0,0,279.8,1,1,2.722,0
17.38,9,0,1,3,0,0,0,0,18.1,1,1,0.385,0
34.80,8,0,2,1,0,1,0,0,96.9,2,1,0.491,0
52.09,16,0,1,1,0,0,0,0,29.2,1,4,0.522,0
35.08,22,0,7,5,0,4,0,0,496.7,3,4,0.355,0
59.46,10,0,1,3,0,0,0,0,60.8,2,2,2.024,0
117.16,13,0,3,7,1,2,0,0,225.5,1,4,2.089,0
31.19,14,0,2,2,0,1,0,0,7.5,2,3,1.864,0
39.25,16,0,1,1,0,1,0,0,227.0,1,2,3.553,0
12.90,14,0,2,2,0,0,0,0,20.9,1,2,0.336,0
158.38,22,0,3,6,0,1,1,0,280.4,1,1,30.676,0
10.10,19,0,1,1,0,0,0,0,11.6,1,1,0.876,0
4.83,9,0,1,1,0,0,0,0,14.0,2,1,0.929,0
210.58,17,0,2,2,0,0,0,0,53.8,2,1,3.487,0
75.35,18,0,1,4,0,0,0,0,125.8,5,1,1.425,0
28.31,12,0,4,1,0,0,0,0,13.6,2,1,0.537,0
25.64,19,0,2,4,0,2,0,0,71.4,1,1,0.160,0
10.34,13,0,5,1,0,0,0,0,48.6,2,1,0.587,0
84.20,11,0,3,1,0,1,0,0,8.2,1,1,1.615,0
17.25,12,0,5,5,0,0,0,0,69.4,3,2,0.245,0
28.77,17,0,0,0,0,0,0,0,33.8,3,1,0.342,0
46.45,19,0,1,1,0,0,0,0,11.7,1,1,0.292,0
30.70,9,0,5,2,0,0,0,0,39.3,1,4,0.659,0
20.12,12,0,3,1,0,0,0,0,63.0,2,1,0.586,0
207.67,14,0,3,6,1,2,1,0,39.1,1,2,11.039,0
8.44,10,0,2,2,0,0,0,0,30.8,2,2,0.803,0
27.22,14,0,2,1,0,0,0,0,41.9,1,1,1.692,0
37.56,21,0,2,2,0,0,0,0,51.9,1,1,0.399,0
24.99,20,0,3,1,0,0,0,0,15.6,2,2,0.734,0
88.11,8,0,5,3,2,2,1,1,316.5,1,4,3.719,0
2.92,20,0,1,2,0,2,0,0,37.2,1,1,0.968,0
16.18,16,0,4,1,0,0,0,0,146.6,2,2,0.357,0
45.26,20,0,0,0,0,0,0,0,128.1,3,1,0.239,0
59.00,20,0,1,1,0,0,0,0,111.0,2,3,2.280,0
97.50,20,0,3,3,0,0,0,0,196.0,1,1,2.602,0
26.62,17,0,4,4,0,0,0,0,5.5,1,4,2.211,0
10.85,20,0,2,2,0,0,0,0,131.0,1,1,0.921,0
70.00,7,0,5,4,0,1,1,1,254.6,3,4,0.565,0
77.18,13,0,2,1,0,0,0,1,12.5,1,2,5.184,0
26.57,14,0,2,2,0,0,0,0,70.7,1,1,0.300,0
71.92,16,0,3,7,1,1,0,1,188.4,1,4,6.149,0
11.77,14,0,3,3,0,0,0,0,14.0,2,8,0.382,0
31.72,11,0,4,4,0,0,0,0,83.0,2,1,0.779,0
61.53,21,0,4,2,0,0,0,0,2.8,4,3,0.744,0
42.68,21,0,2,2,0,0,0,0,32.6,1,4,0.074,0
38.10,14,0,1,1,0,0,0,0,104.4,1,2,4.007,0
35.50,14,0,3,1,0,0,0,0,15.2,2,1,3.671,0
34.91,12,0,1,1,0,0,0,0,20.5,1,2,0.696,0
6.31,17,0,1,1,0,1,0,0,64.4,1,2,0.889,0
37.08,16,0,1,1,0,0,0,1,7.2,1,2,1.658,0
45.52,10,0,2,1,0,0,0,0,17.6,1,2,2.756,0
5.99,11,0,6,1,0,0,0,0,0.5,1,2,0.785,0
7.79,19,0,1,2,0,0,0,0,30.8,1,1,0.577,0
17.56,17,0,5,2,0,0,0,0,87.7,1,2,0.400,0
41.42,12,0,1,1,0,0,0,0,0.6,1,2,0.061,0
2.59,14,0,2,2,0,0,0,0,47.6,1,2,0.798,0
70.83,16,0,0,2,0,1,1,0,52.3,2,1,13.634,0
26.59,20,0,3,2,0,0,0,0,9.2,3,4,0.666,0
76.01,9,0,4,1,0,0,0,0,61.2,2,1,1.375,0
22.12,17,0,2,2,0,0,0,0,2.3,1,1,0.266,0
10.90,16,0,0,1,0,0,0,1,95.9,1,1,0.075,0
40.19,19,0,4,1,0,0,0,0,47.4,1,1,0.315,0
74.43,11,0,5,4,0,2,0,1,360.5,2,5,2.877,0
7.48,19,0,2,2,0,0,0,0,26.6,1,1,0.013,0
246.71,9,0,4,1,0,1,0,0,111.4,1,4,11.058,0
310.90,2,1,8,5,0,1,0,1,962.9,4,3,7.890,0
23.44,12,0,2,2,0,0,0,0,8.2,2,3,0.340,0
145.25,13,0,8,4,0,3,0,0,148.1,1,7,5.651,0
12.18,19,0,0,1,0,1,0,0,9.3,2,5,0.367,0
11.14,9,0,1,1,0,0,0,1,34.7,4,1,0.646,0
24.44,16,0,3,2,0,0,0,0,25.4,2,1,0.752,0
20.73,11,0,2,2,0,0,0,1,11.9,1,1,0.563,0
20.93,11,0,3,3,0,0,0,0,9.8,1,2,0.744,0
34.41,11,0,2,2,0,0,0,0,162.0,2,1,0.319,0
84.21,11,0,2,2,0,0,1,0,12.2,2,1,0.270,0
13.64,8,0,5,1,0,1,0,0,40.2,1,1,0.534,0
12.31,19,0,2,2,0,0,0,0,84.5,1,2,0.567,0
20.13,21,0,1,3,1,0,0,0,8.4,2,3,0.799,0
32.02,14,0,3,1,1,0,0,0,10.9,1,2,0.911,0
27.57,8,0,3,3,0,1,0,0,70.3,1,4,0.538,0
7.49,12,0,2,2,0,0,0,0,16.2,2,1,0.765,0
14.87,9,0,4,1,0,0,0,0,25.2,1,2,5.522,0
33.51,11,0,1,1,0,0,0,0,50.3,2,5,0.386,0
11.02,13,0,1,2,0,1,1,0,13.9,1,3,0.956,0
35.31,17,0,1,1,0,0,0,0,54.7,1,3,1.043,0
29.98,14,0,2,1,0,0,0,0,6.2,3,1,1.482,0
25.52,11,0,2,1,0,1,1,0,84.3,1,1,3.565,0
34.27,13,0,0,0,0,1,0,0,54.9,1,1,0.240,0
4.44,10,0,2,1,0,0,0,0,25.4,3,1,0.524,0
24.61,17,0,4,4,0,1,0,0,73.6,1,2,0.158,0
15.32,16,0,3,2,0,0,0,1,13.1,2,1,0.356,0
65.92,15,0,3,2,0,0,0,0,26.8,2,1,3.164,0
20.53,15,0,0,0,0,0,0,0,50.3,1,2,1.189,0
19.40,12,0,2,1,0,1,0,1,14.3,3,1,0.036,0
31.90,12,0,4,2,0,1,0,0,1.3,2,1,1.699,0
13.62,8,0,2,2,0,0,0,0,130.2,3,2,0.789,0
183.56,13,0,2,2,0,0,0,0,59.1,1,2,9.617,0
24.69,8,0,2,1,0,0,0,0,19.7,1,1,3.497,0
42.86,9,0,2,1,0,0,0,0,14.1,1,1,0.701,0
19.66,18,0,0,0,0,0,0,0,40.8,1,1,0.688,0
23.44,12,0,6,3,0,0,1,0,12.2,2,1,0.635,0
97.55,16,0,2,1,0,1,0,0,146.9,1,2,2.028,0
11.23,14,0,1,2,0,0,0,0,2.7,3,2,0.337,0
15.05,12,0,4,2,0,2,0,0,0.4,4,1,0.930,0
150.05,0,1,9,4,0,2,0,1,212.8,1,3,7.454,0
9.14,10,0,5,5,0,0,0,0,12.7,2,3,1.187,0
18.13,18,0,3,1,0,0,0,0,78.9,1,2,0.689,0
8.72,11,0,3,3,1,1,0,0,11.6,1,3,0.711,0
17.81,17,0,2,2,0,0,0,0,2.2,1,1,0.246,0
57.21,16,0,2,1,0,0,1,0,10.2,3,2,2.840,0
12.23,16,0,1,2,0,0,0,0,66.4,1,4,0.704,0
18.72,13,0,0,1,0,0,0,0,3.5,1,1,0.274,0
34.08,12,0,2,3,1,1,0,0,133.8,2,1,0.395,0
105.64,15,0,2,2,0,1,0,0,36.7,1,4,15.178,0
9.28,15,0,3,1,0,1,0,0,103.2,3,4,0.578,0
35.45,16,0,1,1,0,1,0,0,42.9,2,1,0.434,0
6.11,17,0,3,3,0,0,0,0,39.5,1,1,0.946,0
15.07,19,0,4,1,0,0,0,0,19.2,3,2,0.119,0
20.48,10,0,3,3,0,0,0,0,17.2,2,1,0.112,0
61.59,17,0,4,4,0,1,0,0,21.7,1,1,1.557,0
30.12,20,0,0,1,0,0,0,0,155.7,1,2,0.641,0
6.25,17,0,2,1,0,1,0,0,4.0,2,2,0.816,0
19.69,12,0,2,2,0,0,0,0,34.3,2,1,0.477,0
7.43,17,0,3,1,0,0,0,0,33.5,1,2,0.643,0
21.66,12,0,1,1,0,0,0,0,1.3,1,1,0.265,0
25.37,16,0,3,1,0,0,0,0,12.4,5,1,0.705,0
8.09,11,0,1,1,0,1,0,0,4.8,1,1,0.628,0
29.85,17,0,1,1,0,2,0,0,51.1,1,2,4.946,0
12.49,19,0,2,2,0,2,0,0,136.5,1,1,0.887,0
130.40,3,1,11,8,0,3,1,1,494.8,4,4,41.614,1
11.85,17,0,2,2,0,0,0,0,4.8,1,1,0.242,0
83.26,12,0,0,0,0,0,0,0,116.0,1,2,1.686,0
7.97,13,0,4,4,0,0,0,0,11.3,1,1,0.910,0
19.83,14,0,3,3,0,2,0,1,21.9,1,1,0.296,0
82.14,9,0,2,2,0,0,0,0,3.0,1,2,0.303,0
9.81,19,0,2,2,0,0,0,0,5.7,3,2,0.430,0
8.23,15,0,0,1,0,0,0,0,77.8,1,1,0.827,0
10.57,15,0,3,3,0,0,0,0,54.8,1,1,0.912,0
41.66,17,0,1,1,1,0,0,0,115.9,1,2,0.439,0
49.48,11,0,6,6,0,0,0,0,8.1,1,1,2.562,0
